,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
2717,2718,105.0,4.0,USA,15000000.0,5217498.0,3668,85.0,49.0,157,52.0,477.0,397.0,275.0,2312,4.6,Fair
1951,1952,95.0,0.0,USA,25000000.0,17791031.0,109855,888.0,251.0,0,0.0,11000.0,876.0,98.0,11994,7.3,Good
2271,2272,95.0,2.0,France,20000000.0,14291570.0,82082,236.0,289.0,10000,4.0,788.0,447.0,80.0,1414,6.1,Good
1764,1765,127.0,1.0,UK,28000000.0,62300000.0,72085,263.0,112.0,2000,46.0,844.0,402.0,244.0,2118,6.8,Good
4790,4791,92.0,0.0,USA,400000.0,44540956.0,161448,1473.0,220.0,0,100.0,970.0,759.0,482.0,3950,6.9,Good
916,917,215.0,0.0,USA,52000000.0,36385763.0,138941,1448.0,156.0,0,0.0,648.0,568.0,463.0,1937,7.6,Good
3681,3682,93.0,1.0,Finland,3850000.0,611709.0,15267,41.0,205.0,0,592.0,232.0,67.0,36.0,391,7.2,Good
3775,3776,121.0,0.0,USA,5000000.0,4700361.0,2047,29.0,12.0,0,35.0,4000.0,849.0,473.0,6617,4.6,Fair
3948,3949,113.0,1.0,Spain,4000000.0,146402.0,9913,38.0,64.0,0,58.0,331.0,27.0,9.0,387,7.7,Good
1471,1472,82.0,6.0,USA,35000000.0,25871834.0,52052,173.0,121.0,0,82.0,1000.0,642.0,418.0,3266,4.5,Fair
2913,2914,148.0,2.0,South Korea,12800000.0,1110186.0,31943,224.0,86.0,0,16.0,717.0,517.0,489.0,1730,8.1,Excellent
2679,2680,131.0,0.0,USA,15000000.0,15700000.0,332065,876.0,388.0,16000,0.0,10000.0,602.0,383.0,11114,7.6,Good
4081,4082,109.0,1.0,USA,3000000.0,8114507.0,95362,270.0,405.0,62000,0.0,140.0,63.0,48.0,328,7.9,Good
391,392,110.0,0.0,UK,90000000.0,190562.0,2508,24.0,47.0,788,96.0,887.0,886.0,554.0,2728,4.4,Fair
4333,4334,107.0,1.0,USA,39752620.436387606,4556.0,4478,23.0,41.0,825,17.0,594.0,591.0,322.0,2020,5.6,Fair
945,946,129.0,2.0,USA,45000000.0,88504640.0,273108,646.0,230.0,0,0.0,18000.0,412.0,277.0,19148,7.6,Good
1240,1241,99.0,0.0,USA,40000000.0,52320979.0,114321,548.0,175.0,0,18.0,18000.0,426.0,211.0,18693,6.8,Good
4588,4589,90.0,1.0,USA,39752620.436387606,112521.0,455,16.0,13.0,25,165.0,978.0,922.0,679.0,3258,5.7,Fair
1815,1816,111.0,1.0,Australia,27000000.0,14337579.0,156929,624.0,222.0,14000,295.0,3000.0,882.0,531.0,4696,7.7,Good
3036,3037,101.0,1.0,USA,11000000.0,41227069.0,162701,962.0,80.0,19000,163.0,683.0,548.0,488.0,2436,7.4,Good
4851,4852,113.0,5.0,USA,250000.0,12006514.0,114070,500.0,147.0,0,0.0,13000.0,1000.0,781.0,15765,7.3,Good
2085,2086,135.0,0.0,USA,35000000.0,70960517.0,54631,192.0,69.0,0,16000.0,16000.0,11000.0,86.0,27237,7.5,Good
4200,4201,100.0,7.0,USA,2500000.0,118666.0,91,3.0,3.0,144,10.0,655.0,157.0,107.0,1064,6.6,Good
4814,4815,84.0,0.0,Israel,450000.0,34151.0,186,3.0,23.0,111,0.0,3.0,1652.080532909127,645.0097609561753,3,7.2,Good
4403,4404,120.0,7.0,USA,1500000.0,48468407.52680933,77392,245.0,96.0,0,964.0,607.0,319.0,248.0,1573,8.2,Excellent
4600,4601,78.0,0.0,USA,1000000.0,10018.0,3228,31.0,71.0,244,0.0,262.0,163.0,61.0,509,6.1,Good
1941,1942,98.0,2.0,USA,39752620.436387606,24381334.0,19737,81.0,67.0,901,3.0,90.0,89.0,28.0,235,6.0,Fair
4466,4467,60.0,0.0,USA,5000000.0,48468407.52680933,6381,79.0,8.0,963,686.6217091940057,210.0,121.0,109.0,611,7.7,Good
1557,1558,96.0,1.0,USA,32000000.0,31493782.0,186606,1125.0,441.0,0,0.0,10000.0,917.0,882.0,12754,7.5,Good
3549,3550,139.0,0.0,Canada,6800000.0,6857096.0,80429,156.0,226.0,37000,777.0,131.0,66.0,58.0,343,8.2,Excellent
1972,1973,122.0,0.0,USA,25000000.0,11538204.0,23696,135.0,199.0,0,0.0,18000.0,1000.0,939.0,21163,7.0,Good
1851,1852,105.0,0.0,USA,26000000.0,28501651.0,88035,201.0,217.0,10000,260.0,20000.0,15000.0,3000.0,42473,7.1,Good
2647,2648,90.0,0.0,USA,15000000.0,31585300.0,38248,250.0,103.0,0,6.0,1000.0,650.0,458.0,2666,6.1,Good
3791,3792,89.0,1.0,Canada,39752620.436387606,223615.0,127842,200.0,324.0,49000,27.0,948.0,779.0,440.0,2958,7.6,Good
150,151,153.0,0.0,USA,140000000.0,201573391.0,322395,1171.0,167.0,11000,0.0,13000.0,12000.0,537.0,26029,6.6,Good
3972,3973,92.0,3.0,USA,39752620.436387606,48468407.52680933,257,6.0,1.0,237,2.0,881.0,826.0,601.0,3229,7.3,Good
4977,4978,82.0,0.0,USA,60000.0,40557.0,1389,22.0,66.0,0,32.0,968.0,407.0,128.0,2046,5.6,Fair
934,935,96.0,1.0,USA,50000000.0,126203320.0,110432,309.0,117.0,0,65.0,12000.0,11000.0,828.0,26826,5.8,Fair
3912,3913,81.0,0.0,USA,4000000.0,7825820.0,13086,156.0,125.0,576,5.0,49000.0,780.0,710.0,50831,5.9,Fair
75,76,176.0,0.0,USA,175000000.0,88246220.0,144337,309.0,91.0,0,58.0,711.0,60.0,60.0,1004,6.1,Good
1991,1992,95.0,2.0,USA,25000000.0,5516708.0,11375,91.0,87.0,295,6.0,849.0,841.0,248.0,2413,4.9,Fair
4799,4800,92.0,0.0,USA,400000.0,425899.0,1123,31.0,4.0,638,4.0,93.0,31.0,12.0,168,5.1,Fair
4974,4975,87.0,0.0,USA,60000.0,536767.0,1622,83.0,32.0,30,0.0,1000.0,184.0,153.0,1362,5.3,Fair
3066,3067,105.0,0.0,USA,39752620.436387606,540085.0,10052,69.0,87.0,0,0.0,14000.0,12000.0,776.0,28004,6.3,Good
6,7,100.0,1.0,USA,260000000.0,200807262.0,294810,387.0,324.0,29000,15.0,799.0,553.0,284.0,2036,7.8,Good
2533,2534,126.0,2.0,USA,15000000.0,43848100.0,119150,219.0,114.0,0,0.0,826.0,508.0,168.0,1607,7.4,Good
2411,2412,44.0,8.0,USA,39752620.436387606,48468407.52680933,65785,281.0,20.0,0,686.6217091940057,828.0,787.0,650.0,2546,7.5,Good
22,23,186.0,6.0,USA,225000000.0,258355354.0,483540,951.0,509.0,83000,0.0,5000.0,972.0,773.0,9152,7.9,Good
4855,4856,94.0,0.0,USA,250000.0,1977544.0,3513,36.0,23.0,423,4.0,360.0,273.0,10.0,656,6.5,Good
1530,1531,97.0,0.0,USA,33000000.0,28927720.0,22220,181.0,103.0,463,10.0,18000.0,223.0,178.0,18688,5.3,Fair
904,905,123.0,7.0,USA,53000000.0,62563543.0,115216,289.0,391.0,44000,108.0,40000.0,19000.0,3000.0,63769,7.0,Good
1265,1266,102.0,1.0,USA,40000000.0,32853640.0,50199,101.0,146.0,702,65.0,1000.0,613.0,490.0,3239,5.7,Fair
3757,3758,92.0,5.0,USA,5000000.0,8786715.0,40274,324.0,121.0,0,12.0,3000.0,835.0,797.0,5668,6.9,Good
1657,1658,111.0,0.0,USA,30000000.0,40247512.0,159198,438.0,417.0,38000,456.0,157.0,33.0,21.0,257,6.8,Good
2957,2958,86.0,5.0,USA,39752620.436387606,17321573.0,3119,18.0,33.0,151,17.0,873.0,691.0,581.0,3646,4.5,Fair
1037,1038,190.0,0.0,USA,48000000.0,124107476.0,170684,867.0,223.0,0,0.0,599.0,399.0,215.0,1418,7.6,Good
4195,4196,106.0,1.0,Spain,2000000.0,395592.0,21202,134.0,72.0,0,148.0,900.0,648.0,471.0,2972,7.6,Good
118,119,111.0,0.0,USA,150000000.0,206435493.0,473887,626.0,318.0,10000,663.0,1000.0,1000.0,954.0,4764,8.0,Good
576,577,116.0,0.0,USA,72000000.0,32616869.0,34435,346.0,109.0,886,212.0,13000.0,658.0,462.0,14780,4.5,Fair
635,636,141.0,2.0,Spain,70000000.0,617840.0,52496,172.0,180.0,29000,448.0,614.0,451.0,334.0,1829,7.2,Good
847,848,132.0,0.0,USA,55000000.0,101530738.0,229574,436.0,292.0,56000,845.0,18000.0,17000.0,683.0,37605,7.2,Good
4397,4398,123.0,0.0,France,1600000.0,26893.0,4391,26.0,35.0,278,0.0,963.0,710.0,21.0,1694,7.2,Good
4602,4603,81.0,0.0,USA,1000000.0,6387.0,4862,37.0,56.0,0,0.0,975.0,645.0,394.0,2694,6.9,Good
1320,1321,101.0,2.0,USA,25000000.0,876671.0,22010,90.0,94.0,0,47.0,499.0,3.0,2.0,504,6.9,Good
4404,4405,91.0,1.0,USA,1500000.0,7417210.0,59041,408.0,71.0,0,184.0,3000.0,202.0,82.0,3310,7.0,Good
1517,1518,128.0,0.0,USA,34000000.0,37432299.0,50041,116.0,117.0,23000,88.0,989.0,970.0,954.0,3386,7.1,Good
514,515,107.0,5.0,USA,76000000.0,127083765.0,191912,370.0,150.0,0,309.0,23000.0,787.0,771.0,25296,5.9,Fair
3880,3881,60.0,0.0,USA,39752620.436387606,48468407.52680933,3673,23.0,8.0,0,686.6217091940057,1000.0,557.0,551.0,3026,8.1,Excellent
3687,3688,96.0,4.0,USA,5250000.0,766487.0,15315,117.0,65.0,915,136.0,4000.0,543.0,139.0,4883,5.0,Fair
51,52,131.0,0.0,USA,190000000.0,101785482.0,381148,1106.0,575.0,83000,0.0,16000.0,968.0,919.0,19166,7.0,Good
3662,3663,141.0,6.0,USA,5600000.0,3064356.0,3433,81.0,68.0,160,407.0,688.0,659.0,501.0,2584,6.9,Good
1331,1332,106.0,2.0,USA,38000000.0,144512310.0,272227,988.0,187.0,14000,357.0,23000.0,14000.0,4000.0,45327,6.7,Good
1954,1955,90.0,1.0,USA,26000000.0,16647384.0,8398,56.0,73.0,498,176.0,931.0,839.0,825.0,4431,5.1,Fair
2991,2992,172.0,2.0,Italy,9200000.0,2835886.0,55516,124.0,280.0,29000,667.0,211.0,98.0,70.0,456,7.7,Good
4054,4055,109.0,1.0,China,39752620.436387606,377420.0,2789,20.0,85.0,0,611.0,878.0,10.0,4.0,900,7.3,Good
4804,4805,80.0,0.0,Canada,500000.0,48468407.52680933,4788,52.0,80.0,166,3.0,108.0,64.0,39.0,272,6.1,Good
4132,4133,80.0,0.0,USA,3000000.0,48468407.52680933,2978,13.0,29.0,2000,19.0,319.0,302.0,73.0,845,2.6,Bad
3428,3429,104.0,0.0,USA,8000000.0,48468407.52680933,63,5.0,5.0,205,78.0,502.0,206.0,189.0,1546,8.0,Good
638,639,157.0,1.0,USA,68000000.0,28965197.0,133526,521.0,209.0,0,0.0,14000.0,826.0,680.0,18216,7.9,Good
2434,2435,122.0,0.0,UK,30000000.0,17750583.0,93548,307.0,412.0,23000,0.0,14000.0,13000.0,816.0,28933,7.2,Good
2471,2472,90.0,1.0,Canada,11000000.0,48468407.52680933,4693,49.0,45.0,0,78.0,2000.0,1000.0,720.0,4142,6.3,Good
54,55,93.0,0.0,USA,39752620.436387606,123070338.0,62836,345.0,298.0,20000,113.0,275.0,150.0,113.0,696,6.8,Good
5014,5015,100.0,0.0,USA,23000.0,1227508.0,15103,80.0,61.0,2000,0.0,5.0,0.0,0.0,5,7.1,Good
3509,3510,192.0,0.0,India,7000000.0,2921738.0,34449,119.0,29.0,2000,147.0,8000.0,860.0,397.0,9984,7.9,Good
4170,4171,140.0,1.0,UK,2600000.0,3130592.0,10755,69.0,29.0,963,133.0,443.0,249.0,239.0,1269,7.8,Good
1437,1438,120.0,0.0,USA,10700000.0,76600000.0,105446,321.0,223.0,11000,365.0,887.0,770.0,723.0,3876,7.4,Good
2368,2369,109.0,1.0,Belgium,15000000.0,1357042.0,53977,125.0,167.0,14000,93.0,31000.0,3000.0,521.0,35561,7.1,Good
3094,3095,95.0,2.0,USA,10000000.0,63319509.0,67115,389.0,96.0,0,7.0,23000.0,1000.0,1000.0,28734,5.8,Fair
2766,2767,101.0,0.0,USA,15000000.0,48468407.52680933,1554,20.0,22.0,0,34.0,892.0,355.0,277.0,2055,5.7,Fair
4499,4500,108.0,0.0,USA,1200000.0,594904.0,2582,89.0,38.0,0,14.0,1000.0,330.0,274.0,1805,6.0,Fair
1380,1381,118.0,4.0,USA,37000000.0,150368971.0,316671,301.0,289.0,35000,43.0,740.0,707.0,651.0,3425,7.0,Good
4801,4802,82.0,0.0,Italy,400000.0,126387.0,14985,253.0,203.0,2000,385.0,48.0,22.0,22.0,123,6.9,Good
1173,1174,100.0,1.0,New Zealand,45000000.0,5664251.0,22309,102.0,95.0,0,19.0,624.0,489.0,433.0,2056,6.3,Good
201,202,159.0,4.0,UK,125000000.0,317557891.0,444683,1571.0,258.0,16000,0.0,11000.0,687.0,645.0,13191,7.5,Good
1855,1856,110.0,1.0,USA,26000000.0,16005978.0,72886,190.0,265.0,35000,160.0,771.0,570.0,427.0,2356,6.4,Good
1727,1728,118.0,1.0,Germany,30000000.0,48468407.52680933,10175,23.0,46.0,0,55.0,113.0,11.0,11.0,143,7.1,Good
2011,2012,121.0,2.0,UK,25000000.0,48468407.52680933,34338,103.0,91.0,0,9.0,1000.0,870.0,520.0,3287,6.2,Good
3476,3477,93.0,0.0,USA,7500000.0,31501218.0,84070,526.0,351.0,0,0.0,21000.0,650.0,566.0,22745,7.5,Good
3967,3968,120.0,0.0,UK,2000000.0,48468407.52680933,23713,167.0,62.0,2000,160.0,559.0,269.0,94.0,1238,7.9,Good
3575,3576,121.0,2.0,Germany,4800000.0,4063859.0,114407,225.0,153.0,11000,31.0,65.0,51.0,43.0,200,7.7,Good
322,323,88.0,0.0,USA,99000000.0,130174897.0,27918,155.0,208.0,33000,20.0,144.0,42.0,36.0,309,7.2,Good
1571,1572,102.0,0.0,USA,32000000.0,17797316.0,50523,113.0,167.0,0,8.0,839.0,730.0,472.0,2961,6.3,Good
850,851,117.0,0.0,USA,55000000.0,162586036.0,338383,611.0,201.0,32000,125.0,10000.0,617.0,168.0,11036,8.0,Good
3166,3167,95.0,3.0,USA,10000000.0,8460995.0,35888,125.0,163.0,0,434.0,1000.0,622.0,472.0,2618,5.5,Fair
1433,1434,75.0,2.0,USA,33000000.0,57651794.0,40651,209.0,90.0,0,221.0,11000.0,970.0,553.0,13125,5.6,Fair
1527,1528,89.0,0.0,USA,30000000.0,21426805.0,49312,211.0,195.0,0,21.0,614.0,150.0,48.0,843,4.9,Fair
472,473,83.0,0.0,USA,80000000.0,73215310.0,44143,216.0,106.0,4000,21.0,13000.0,503.0,495.0,14261,7.0,Good
1261,1262,102.0,1.0,UK,40000000.0,33864342.0,29968,117.0,90.0,445,6.0,711.0,683.0,584.0,2913,5.8,Fair
